Name,Meal Type,Serving,Prep Time,Cook Time,Ingredients,Intructions,Energi_kj,Lemak_g,Protein_g,Karbohidrat_g,Kalori_kkal,Lemak Jenuh_g,Lemak Trans_g,Lemak tak Jenuh Ganda_g,Lemak tak Jenuh Tunggal_g,Kolesterol_mg,Serat_g,Gula_g,Sodium_mg,Kalium_mg
Sup Sehat,"['Makanan Pembuka', 'Sup', 'Hidangan Utama', 'Lauk Pauk', 'Makan Pagi', 'Makan Siang']",10 porsi,20 menit,10 menit,"['50 gram kaldu jamur', '20 telur puyuh', '100 gram buncis', '50 gram brokoli', '100 gram wortel', '5 siung bawang putih', '5 gram daun bawang', '30 gram jamur putih (ditumis)', '3 sosis ayam', '1 g lada putih bubuk']","['Potong2 semua bahan sesuai selera.', 'Rebus telur puyuh dan kupas.', 'Rebus 750mL air.', 'Geprek bawang putih dan masukkan k air yang telah mendidih.', 'Masukkan wortel, buncis, brokoli ke dalam air.', 'Biarkan 1/2 lunak dan masukkan sosis, jamur, telur puyuh.', 'Bumbui dengan kaldu jamur dan lada putih. Koreksi rasa (bisa d tambahkan gula, garam, dll sesuai keinginan. Kalori perlu d tambahkn untuk modifikasi).', 'Tambahkan irisan bawang daun (saya pakai yang putih) dan siap d hidangkan.']",234 kj,"2,92g","4,53g",3g,56 kkal,"0,869g","0,025g","0,494g","1,087g",159mg,"0,8g","0,81g",163mg,132mg
Swallow,['Makanan Ringan'],5 porsi,5 menit,10 menit,"['100 ml air', '7 g agar agar powder', '4 g sweetener']","['Panaskan air kemudian masukkan agar agar.', 'Tunggu hingga mendidih lalu masukka gula diabetasol.', 'Diamkan sebentar lalu tuang keloyang.']",21 kj,0g,0g,"1,98g",5 kkal,0g,0g,0g,0g,0mg,"1,2g",0g,0mg,0mg
Salad Ayam,"['Makanan Pembuka', 'Hidangan Utama', 'Salad dan Salad Dressing', 'Lainnya', 'Makan Siang']",1 porsi,10 menit,30 menit,"['60 gram chicken breast', '50 gram boiled potato', '2 mangkok, parut atau cincang lettuce', '90 gram cooked corn', '1/2 sendok makan light mayonnaise']","['Bumbui ayam dengan garam merica, panggang.', 'Kukus jagung, kentang.', 'Potong n cuci lettuce.', 'Campur smuanya.', 'Pakein mayo / salad dressing.']",1573 kj,"13,98g","22,51g","41,93g",376 kkal,"3,077g",0g,"2,506g","3,57g",50mg,"4,5g","5,11g",594mg,701mg
Bolu Cup,"['Roti & Produk Panggang', 'Makanan Penutup', 'Makanan Ringan', 'Lainnya', 'Makan Pagi']",25 porsi,15 menit,45 menit,"['220 gram telur', '120 gram gula pasir', '150 gram tepung terigu putih (semua keperluan)', '50 g keju serbaguna']","['Kocok telur dan gula hingga mengembang.', 'Tambahkan tepung sedikit demi sedikit.', 'Masukkan ke cup.', 'Taburin keju.', 'Panggang dg suhu 200 C selama 30 menit.']",247 kj,"1,3g","1,87g","9,88g",59 kkal,"0,464g",0,"0,145g","0,34g",37mg,"0,2g","4,88g",46mg,19mg
Pokcoy Siram Jamur Enoki,"['Hidangan Utama', 'Lauk Pauk']",4 porsi,15 menit,15 menit,"['80 gram daging babi', '1 sdm margarin', '10 gram kaldu jamur', '1 sejumput lada hitam', '480 gram pakcoy', '80 g jamur enoki', '100 g egg tofu', '1/2 sedang bawang bombay']","['Rebus pokcoy d air mendidih yang d tambah garam.', 'Lelehkan margarin dan tumus bawang bombay hingga layu.', 'Masukkan daging babi dan tumis hingga berubah warna.', 'Beri sedikit air bumbui dengan lada hitam dan kaldu jamur aduk rata.', 'Masukkan jamur enoki, aduk rata hingga layu koreksi rasa.', 'Tata pokcoy yg sudah d rebus d atas piring. Siram dengan tumisan jamur.']",487 kj,"7,38g","8,06g","5,65g",116 kkal,"1,615g",0,"1,218g","2,255g",18mg,"1,7g","2,32g",148mg,233mg
Kue Muesli,"['Roti & Produk Panggang', 'Makanan Ringan', 'Makanan Penutup', 'Makan Pagi']",7 porsi,10 menit,20 menit,"['1 sedang telur', '2 sdm madu', '100 g tropical muesli']","['Campur semua bahan.', 'Bentuk kue dan sebarkan di atas loyang.', 'Panggang dalam oven selama 20 menit dengan suhu 170°C.']",328 kj,"1,8g","2,08g","13,85g",78 kkal,"0,195g",0,"0,086g","0,239g",27mg,"1,5g","7,64g",15mg,12mg
Sup Baso Ikan,"['Sup', 'Lauk Pauk', 'Makan Pagi', 'Makan Siang']",2 porsi,10 menit,30 menit,"['7 1/2 gram kaldu jamur', '1 sdt garam', '1 gram minyak wijen', '2 gram daun bawang', '20 gram sawi putih', '1 gelas air', '117 gram bakso ikan', '20 gram sawi hijau']","['Siapkan bahan, masak air sampai mendidih.', 'Tambhan minyak wijen, kaldu dan garam, cicipi rasa.', 'Masukan baso, tekakhir masukan sayuran, siapkan wadah.']",295 kj,"1,26g","6,9g","7,47g",70 kkal,"0,263g",0,"0,382g","0,405g",31mg,"0,4g","0,24g",1371mg,170mg
Mie Shirataki,['Makan Siang'],1 porsi,10 menit,10 menit,"['75 gram udang', '1 telur dadar atau telur orak-arik', '94 gram sawi dimasak (dari segar)', '1 sdm saus tiram', '82 gram brokoli', '50 gram kubis', '1 siung bawang putih', '7 gram bawang merah', '1/2 sdm kecap manis', '200 g mie kering shirataki']","['Cuci mie shirataki basah dan tiriskan.', 'Rebus mie 3menit, sambil potong2 sayuran kemudian cuci bersih.', 'Siapkan teflon anti lengket, tumis bawang merah dan bawang putih sampai harum, masukkan telur lalu orak arik. Masukkan udang kemudian tambahkan sedikit air. Masak hingga udang matang, kemudian masukkan sayur2an.', 'Tambahkan saus tiram dan kecap manis, masukkan mie shirataki. Aduk rata, masak sampai semua matang.', 'Angkat dan sajikan.']",1552 kj,"11,44g","32,95g",36g,371 kkal,"2,85g",0g,"2,687g","4,016g",367mg,"8,1g","11,55g",1689mg,743mg
Tumis Sawi Tahu,"['Hidangan Utama', 'Salad dan Salad Dressing', 'Makan Siang']",1 porsi,5 menit,10 menit,"['1 putih telur matang', '2 siung bawang putih dimasak', '1/2 iris bawang bombay dimasak', '1 sdm cabai merah atau rawit', '1 mangkok, dicincang sawi', '1/4 ml air', '50 ml air', '35 g roti tawar gandum (2)', '1 porsi tahu', '3,75 g mentega']","['Tumis bawang bombay dan bawang putih serta cabai, tunggu hingga matang.', 'Masukkan putih telur dan buat orak arik.', 'Masukkan garam dan lada sedikit saja. Lalu tambahkan air sedikit saja.', 'Masukkan sawi dan tahu. Lalu tunggu hingga matang, jangan terlalu lama agar sayuran tetap fresh.', 'Sajikan bersama potongan roti gandum. Selamat menikmati.']",1125 kj,"11,97g","18,36g","25,24g",269 kkal,"1,947g",0,"2,469g","3,333g",0mg,"6,3g","2,66g",334mg,390mg
Puding Chia,"['Makanan Penutup', 'Makanan Ringan']",4 porsi,5 menit,30 menit,"['8 lengkeng', '50 gram mangga', '4 sedang stroberi', '8 gram chia seed', '3,5 g agar agar powder', '500 ml skimmed milk (250ml)', '2 sdm brown sugar']","['Membuat puding chia seed: campur chia seed dengan air atau susu lalu aduk rata dan simpan di lemari es. Diamkan 1 jam kemudian biji chia akan mengembang. Just adjust the water/milk according to the chia seeds.', 'Sambil menunggu puding chia dingin, sesuaikan air/susu sesuai dengan biji chia. Tuang susu, gelatin, dan gula merah ke dalam panci.', 'Masak dengan api kecil sambil diaduk2 sampai mendidih.', 'Setelah mendidih tuang ketempat yg telah disediakan.', 'Tunggu hingga puding set beri puding chia seed dan buah2an yang sudah dipotong2 lalu simpan dikulkas.']",317 kj,"0,7g","4,54g","13,64g",76 kkal,"0,074g",0g,"0,492g","0,06g",0mg,2g,"10,41g",46mg,208mg
Milk Tea Chiffon,['Roti & Produk Panggang'],13 porsi,10 menit,1 jam,"['5 besar telur', '60 gram minyak sayur canola', '95 gram gula pasir', '120 gram tepung terigu putih (semua keperluan)', '80 ml susu UHT full cream', '15 g tepung pati jagung']","['Mixer putih telur.', 'Campur kuning telur dan bahan lainnya.', 'Oven selama 1 jam dengan panas 160°c.']",578 kj,"6,77g","3,53g","15,75g",138 kkal,"1,012g",0,"1,667g","3,459g",82mg,"0,2g","7,47g",28mg,46mg
Bakso Tempe,['Makan Siang'],20 porsi,15 menit,45 menit,"['100 gram telur rebus', '5 gram kaldu jamur', '1 sdt lada hitam', '3 sdt garam', '22 gram bawang putih', '200 g tepung tapioka', '252 gram tempe kukus']","['Kukus tempe 15 menit.', 'Hancurkan tempe dan masukkan semua bahan, aduk sampai kalis.', 'Bentuk bulat tempe dan rebus 15 menit sampai mengambang.']",134 kj,"1,18g","1,42g","4,02g",32 kkal,"0,329g","0,01g","0,149g","0,282g",21mg,"0,1g","1,57g",367mg,22mg
Oseng Tahu,"['Hidangan Utama', 'Lauk Pauk', 'Makan Pagi', 'Makan Siang']",2 porsi,5 menit,10 menit,"['43 gram bawang bombay dimasak', '1 sejumput lada hitam', '1 sdm minyak wijen', '1 sdm saus tiram', '51 gram kubis', '9 gram daun bawang', '1 sejumput garam laut', '250 gram tahu', '1 sdm minyak jagung']","['Iris bawang bombay, daun bawang, kubis sesuai selera.', 'Siapkan wajan anti lengket, beri corn oil lalu masukkan daun bawang tumis hingga harum.', 'Setelah itu masukkan bombay, tumis hingga harum.', 'Kecilkan api, masukkan tahu lalu lancurkan. Oseng hingga air tahu mengering.', 'Tambahkan minyak wijen, saus tiram, lada, garam oseng hingga tercampur rata selama 75 detik.']",967 kj,"18,41g","10,84g","8,76g",231 kkal,"3,108g",0,"5,033g","6,201g",0mg,"1,6g","2,46g",402mg,258mg
Makaroni ayam,['Makan Siang'],5 porsi,20 menit,30 menit,"['100 gram dada ayam', '1 mangkok,masak makaroni', '1 mangkok saus spageti tanpa daging', '1 siung bawang putih dimasak', '100 gram bawang bombay dimasak', '1 sdt bawang putih bubuk', '1 sejumput lada hitam', '1 sejumput garam laut', '1 sdm saus sambal']","['Potong bawang putih (1 siung), bawang bombay setengah aja.', 'Marinasi ayam dengan lada, bawang putih bubuk dan garam ayamnya di potong dadu ya.', 'Tumis bawang putih dan bawang bombay.', 'Masukkan ayam yang sudah dimarinasi.', 'Beri sedikit air.', 'Kemudian masukkan saus bolognese dan saus sambal 1 sendok.', 'Kemudian masak hingga air menyusut.', 'Tambah sedikit keju quick melt untuk hiasan aja sih hehe.']",614 kj,"3,8g","8,92g","18,83g",147 kkal,"0,794g",0g,"1,146g","1,37g",17mg,"1,1g","6,52g",547mg,290mg
Tahu Telur,['Hidangan Utama'],1 porsi,10 menit,5 menit,"['1 besar telur', '1 sdt cabai merah atau rawit', '1 sdm saus tiram', '20 gram sawi', '3 siung bawang putih', '1 daun bawang', '1 kecil utuh tomat merah', '100 gram tahu']","['Larutkan saus tiram kedalam air setengah gelas, masukkan ke teflon anti lengket.', 'Masukkan cabai, bawang putih dan tahu yang sudah di hancurkan, tunggu hingga bumbu meresap ke tahu.', 'Lalu masukkan tomat, daun bawang, sayuran dan telur.', 'Tambahkan garam jika terlalu hambar, Aduk hingga rata.', 'Selesai, makanan siap disajikan.']",1071 kj,"10,84g","17,92g","25,75g",256 kkal,"2,293g",0,"2,697g","4,517g",212mg,"4,5g","7,04g",602mg,677mg
Nasi Goreng,"['Hidangan Utama', 'Makan Pagi', 'Makan Siang']",2 porsi,5 menit,15 menit,"['92 gram kecambah', '1 sdm minyak wijen', '1 sdm saus tiram', '62 gram kubis', '100 gram wortel', '60 gram nasi merah (butir-sedang, dimasak)', '60 gram nasi putih (butir-sedang, dimasak)', '2 sdm saus sambal']","['Tulis wortel selama 1 menit, lalu masukkan gubis tumis kembali.', 'Masukkan nasi, tumis hingga rata lalu masukkan kecambah.', 'Tambahkan saus sambal, saus tiram, minyak wijen.']",864 kj,"7,51g","4,09g","31,29g",206 kkal,"1,086g",0g,"3,145g","2,845g",0mg,"3,8g","9,22g",664mg,323mg
Nasi Goreng Spesial (Nasi Merah),"['Hidangan Utama', 'Makan Siang']",1 porsi,15 menit,20 menit,"['2 besar telur', '2 sdt garam', '100 gram daging ayam (panggang, bakar, dimasak)', '3 siung bawang putih', '100 gram sayur campuran', '100 gram nasi merah (butir-sedang, dimasak)', '3 g lada putih bubuk']","['Haluskan bawang putih. Oseng sebentar, lalu masukkan sayuran dan daging ayam rebus.', 'Pecahkan satu telur, buat scramble egg. Lalu masukkan nasi merah.', 'Tambahkan garam dan lada. Campur sampai rata dan matang.', 'Buat satu telur mata sapi. Hidangkan dipiring.']",2130 kj,"17,59g","43,34g","42,35g",509 kkal,"5,113g",0,"3,264g","6,621g",498mg,"6,4g","4,02g",5140mg,648mg
Ampyang,['Makanan Ringan'],15 porsi,10 menit,15 menit,"['1 sdt garam', '250 gram kacang tanah', '250 gram gula merah', '50 gram gula pasir']","['Masak gula merah dan gula pasir di atas api sedang cenderung kecil sambil diaduk, lalu tambahkan garam. Aduk rata.', 'Masak kacang tanah yang sudah di sangrai. Kecilkan Api.', 'Aduk hingga adonan ampyang benar benar mengental dan matang. Angkat.', 'Diamkan hingga kue ampyang dingin dan mengeras.', 'Setelah dingin, lepaskan ampyang dari kertas roti. Simpan ampyang pada toples.']",712 kj,"8,21g","4,3g","22,24g",170 kkal,"1,139g",0,"2,593g","4,071g",0mg,"1,4g","20,03g",165mg,175mg
Omlate Bayam,"['Hidangan Utama', 'Lauk Pauk']",1 porsi,10 menit,6 menit,"['55 gram telur', '30 gram wortel', '28 gram bayam', '1 takaran royco ayam', '9 ml minyak goreng filma', '1 takaran lada putih bubuk']","['Rebus bayam, parut wortel.', 'Kocok 1 butir telur, campurkan dengan parutan wortel, bayar rebus.', 'Tambahkan bumbu penyedap, lalu bisa tambahkan cabai/saus sambal bila suka pedas.', 'Panaskan minyak goreng secukupnya lalu masak kurang lebih selama 6mnt.']",749 kj,"13,65g",8g,"6,31g",179 kkal,"5,233g",0g,"0,831g","2,103g",233mg,"1,4g","1,9g",680mg,326mg
Sup Telur,['Sup'],1 porsi,6 menit,3 menit,"['2 besar telur', '1 sdm cabai merah atau rawit', '2 siung bawang putih', '20 gram daun bawang', '30 gram bayam', '100 gram sawi putih', '1 gelas air']","['Masukkan sayuran, bawang putih, cabai dan daun bawang yang sudah dipotong ke dalam panci yang sudah diisi air.', 'Tunggu hingga sayuran lunak, masukkan garam, lada, penyedap rasa.', 'Lalu masukkan telur, aduk aduk hingga blebek blebek.', 'Selesai, hidangan siap disajikan.']",854 kj,"11,24g","15,86g","11,9g",204 kkal,"3,304g",0,"1,906g","3,961g",423mg,"2,6g","2,29g",187mg,555mg
Seblak Mie Shirataki,['Makanan Ringan'],1 porsi,10 menit,15 menit,"['1 besar telur', '2 gram cabai merah atau rawit', '1 sdt garam', '4 gram bawang putih', '10 gram bawang merah', '2 g kencur', '1 bendak wangi sweetener diabtx', '40 gram pakcoy', '100 g mie basah matang']","['Blender bawang merah, bawang putih, cengek, kencur/cikur dan air, atau bisa di uleg.', 'Tumis bumbu (di teflon anti lengket) sampai airnya surut, (biar gak pait), terus jangan tambah minyak.', 'Lalu masukan air dan telur, tunggu sampai matang. Bisa tambah daun jeruk biar wangi.', 'Tambah mie shirataki dan pakcoy.', 'Masukan gula tropicana dan garam sesuai selera.', 'Cicipi, tunggu sampai airnya agak surut.', 'Selesai.']",477 kj,"5,38g","7,13g","11,65g",114 kkal,"1,628g",0g,"0,878g","1,965g",212mg,5g,"1,51g",2400mg,184mg
Kangkung Tumis,['Hidangan Utama'],1 porsi,10 menit,5 menit,"['1 sdm cabai merah atau rawit', '1 siung bawang putih', '1 irisan tomat merah', '1 kecil bawang merah', '3 sdm minyak goreng', '300 gram kangkung', '23 g saus tiram', '100 g saus tiram']","['Iris kangkung dan bahan lain nya pisahkan.', 'Tumis bahan.', 'Lalu masukan kangkung, Saori dan sedikit air.', 'Tunggu sampai kangkung masak dan siap disajikan.']",1883 kj,"32,4g","10,93g","35,27g",450 kkal,"12,374g",0,"12,97g","3,204g",0mg,"9,1g","5,51g",215mg,1761mg
Steam Fish,"['Lauk Pauk', 'Hidangan Utama']",1 porsi,5 menit,20 menit,"['2 sdm kecap asin (kedelai)', '8 g jeruk nipis', '1 sdm cabai merah atau rawit', '1/2 sdt garam', '1 sdt minyak wijen', '1 sdm saus tiram', '1 siung bawang putih', '2 iris diameter 2,5 cm jahe', '30 gram daun bawang', '20 gram sereh', '200 gram ikan bawal', '3 g lada putih bubuk']","['Bumbui ikan dengan garam, lada, dan jeruk nipis, diamkan 10 menit.', 'Letakkan ikan pada wadah tahan panas, Kukus bersama irisan jahe, bawang putih dan sereh selama 10 menit. Kemudian buang airnya ( ikan berair saat dikukus).', 'Siap kan saus, (5 sdm air matang, minyak wijen, kecap asin, saus tiram, lada. Jika kurang asin tambahkan sedikit garam).', 'Setelah 10 menit angkat ikan, masukkan saus. Kemudian kukus lagi selama 10 menit.', 'Tambahkan daun bawang dan cabai merah. Kukus lagi sebentar kemudian angkat.']",1297 kj,"8,18g","38,45g","21,32g",310 kkal,"1,477g",0,"3,237g","2,441g",123mg,"2,7g","2,5g",3606mg,1119mg
Sayur Bayam Bening,['Hidangan Utama'],1 porsi,5 menit,3 menit,"['1 sdm cabai merah atau rawit', '1 iris, tipis bawang', '150 gram bayam']","['Bersihkan sayur.', 'Rebus air sampai mendidih.', 'Masukkan kembali bayam sampai tidak keras lagi. Menyajikan.']",230 kj,"1,51g","5,01g","9,35g",55 kkal,"0,269g",0,"0,698g","0,163g",0mg,"4,8g","1,57g",120mg,957mg
Tumis Tempe Sayur,['Makan Siang'],2 porsi,10 menit,20 menit,"['1 sdm kecap asin (kedelai)', '100 gram buncis', '100 gram kubis', '100 gram wortel', '1 siung bawang putih', '1 gelas air', '100 gram tempe', '1 sdm kecap manis', '2 g royco ayam']","['Iris bawang putih, wortel, buncis, kubis dan potong tempe sesuai selera.', 'Tumis bawang putih dengan sedikit air sampai layu dan harum.', 'Masukan wortel, buncis dan tempe. Lalu masukan kecap asin 1 sdm, kecap manis 1 sdm dan royco rasa ayam secukupnya.', 'Masukan air secukupnya sedikit demi sedikit agar sayuran dan tempe matang. Aduk rata. Tunggu sampai air menyusut, jika dirasa kurang matang tambahkan lagi air dan biarkan menyusut.', 'Terakhir masukan kol, aduk dan tunggu sampai kol matang.', 'Siap disajikan.']",755 kj,"5,66g","11,96g","24,44g",180 kkal,"1,152g",0g,"2,036g","1,514g",0mg,"4,4g","11,41g",985mg,617mg
Oat Pisang,"['Roti & Produk Panggang', 'Makanan Ringan', 'Makanan Penutup', 'Makan Pagi']",2 porsi,10 menit,20 menit,"['2 sedang pisang', '8 g mentega', '100 g oatmeal']","['Hancurkan pisang.', 'Tambahkan oatmeal dan mentega cair dan aduk rata.', 'Bentuk kue dan letakkan di atas loyang. Panggang selama 20 menit pada suhu 180°C.']",680 kj,"3,89g","2,28g","32,95g",162 kkal,"0,132g",0,"0,086g","0,038g",0mg,3g,"14,43g",31mg,422mg
Brownies Oat,"['Makanan Penutup', 'Makanan Ringan', 'Roti & Produk Panggang', 'Makan Pagi']",16 porsi,20 menit,20 menit,"['2 sedang telur', '20 gram cocoa powder (unsweetened)', '130 gram brown sugar', '100 g instant oatmeal', '63 ml minyak kanola', '20 g fiber creme', '10 g tepung pati jagung', '104 ml dark compound chocolate']","['Lelehkan dark chocolate dengan minyak. Menyisihkan.', 'Campur bahan yang tersisa.', 'Terakhir, tambahkan campuran cokelat leleh. Campur dengan baik.', 'Tempatkan adonan ke dalam cetakan dan hiasi sesuai keinginan. Panggang selama 20 menit pada suhu 180°C.']",659 kj,"8,67g","2,16g","18,53g",158 kkal,"1,059g",0g,"1,406g","3,272g",23mg,"2,7g","10,48g",13mg,101mg
Muffins Pisang,"['Makanan Ringan', 'Makanan Penutup', 'Roti & Produk Panggang', 'Makan Pagi']",4 porsi,15 menit,20 menit,"['1 besar putih telur', '2 gram kayu manis', '1 sdt ekstrak vanila', '1 sedang pisang', '1 gram baking soda', '1 sdm madu', '1 bungkus stevia sweetener', '1 scoop impact whey isolate', '1/2 gelas kering rolled oats']","['Pisahkan telur dan kocok putih telurnya.', 'Hancurkan pisang lalu tambahkan putih telur, vanila, dan madu. Campur dengan baik.', 'Aduk sisa bahan dan aduk rata.', 'Bagi menjadi cangkir muffin dan hiasi sesuai keinginan. Kukus selama 20 menit.']",473 kj,"0,9g","7,86g","19,5g",113 kkal,"0,211g",0g,"0,249g","0,387g",0mg,"2,2g","8,37g",101mg,126mg
Kue Chiffon,"['Roti & Produk Panggang', 'Makanan Penutup', 'Makanan Ringan', 'Makan Pagi']",12 porsi,20 menit,55 menit,"['80 gram keju cheddar', '6 besar putih telur', '6 besar kuning telur', '70 ml air', '125 gram gula pasir', '100 gram tepung terigu putih (semua keperluan)', '70 ml minyak goreng']","['Kocok putih telur dengan 100 gr gula hingga kaku.', 'Di wadah lain, kocok kuning telur dengan 25 gr gula hingga berbusa. Kemudian tambahkan air dan minyak, aduk rata. Terakhir, tambahkan tepung dan aduk.', 'Campurkan 2 campuran dan tempatkan dalam loyang kue. Hiasi keju cheddar di atasnya.', 'Panggang dalam oven dengan suhu 160°C selama 50-55 menit.', 'Tunggu dingin baru keluarkan dari loyang.']",758 kj,"9,88g","5,67g","17,28g",181 kkal,"4,353g",0,"2,576g","2,161g",112mg,"0,2g","10,63g",73mg,52mg
Protein Bar Kacang Tanah,"['Makanan Ringan', 'Makanan Penutup']",15 porsi,15 menit,0 menit,"['100 gram roasted unsalted peanuts', '25 gram raisins', '75 gram honey', '50 g instant oatmeal']","['Giling kacang goreng.', 'Campurkan semua bahan dan kacau sehingga menjadi doh.', 'Masukkan ke dalam cetakan/tutup dengan plastik cling dan potong menjadi batangan.', 'Dinginkan di lemari es.']",302 kj,"3,63g","2,2g","8,99g",72 kkal,"0,504g",0g,"1,135g","1,774g",0mg,"0,8g","5,37g",1mg,61mg
Klepon Ubi,['Makanan Ringan'],4 porsi,30 menit,10 menit,"['250 gram ubi', '25 gram gula merah', '50 gram tepung sagu']","['Rebus/kukus Ubi Selama 10 menit, hancurkan dengan garpu.', 'Masukkan sagu dan campur hingga kalis.', 'Bentuk adonan bulat-bulat dan masukkan potongan gula merah di tengah, rebus di air mendidih hingga adonan mengapung.']",522 kj,"0,04g","1,01g","30,07g",125 kkal,"0,012g",0,"0,012g","0,002g",0mg,2g,"8,62g",38mg,232mg
Banana Oatmeal Pancake,"['Makanan Ringan', 'Makan Pagi']",4 porsi,10 menit,15 menit,"['1 besar putih telur', '2 sdt minyak zaitun', '1 sedang pisang', '50 ml air', '70 g oatmeal']","['Masukan pisang, oatmeal, dan air ke dalam blender.', 'Blender hingga halus, kemudian pindah ke dalam mangkuk dan masukan putih telur kemudian di kocok dengan menggunakan sendok hingga tercampur rata.', 'Masak dengan menggunakan teflon dan beri minyak zaitun, masak hingga matang.']",504 kj,"4,11g","3,22g","18,8g",120 kkal,"0,594g",0g,"0,758g","2,401g",0mg,"2,3g","3,66g",14mg,119mg
